key	en_us	zh_cn	zh_hk	zh_tw	lzh	ja_jp	ko_kr	vi_vn
block.minecraft.sandstone_stairs	Sandstone Stairs	砂岩楼梯	砂岩樓梯	砂岩階梯	砂階	砂岩の階段	사암 계단	Cầu thang cát kết
block.minecraft.sandstone_wall	Sandstone Wall	砂岩墙	砂岩牆	砂岩牆	砂垣	砂岩の塀	사암 담장	Tường cát kết
block.minecraft.scaffolding	Scaffolding	脚手架	棚架	鷹架	棧架	足場	비계	Giàn giáo
block.minecraft.sculk	Sculk	幽匿块	沉靈方塊	伏聆	幽匿	スカルク	스컬크	Sculk
block.minecraft.sculk_catalyst	Sculk Catalyst	幽匿催发体	沉靈催發器	伏聆觸媒	幽匿引	スカルクカタリスト	스컬크 촉매	Khối xúc tác Sculk
block.minecraft.sculk_sensor	Sculk Sensor	幽匿感测体	沉靈傳感器	伏聆振測器	幽匿探子	スカルクセンサー	스컬크 감지체	Cảm biến Sculk
block.minecraft.sculk_shrieker	Sculk Shrieker	幽匿尖啸体	沉靈尖嘯器	伏聆嘯口	幽匿嘯	スカルクシュリーカー	스컬크 비명체	Khối Sculk la hét
block.minecraft.sculk_vein	Sculk Vein	幽匿脉络	沉靈脈絡	伏聆脈絡	幽匿絡	スカルクヴェイン	스컬크 정맥	Mạch Sculk
block.minecraft.sea_lantern	Sea Lantern	海晶灯	海燈籠	海燈籠	海磷燈	シーランタン	바다 랜턴	Đèn biển
block.minecraft.sea_pickle	Sea Pickle	海泡菜	海鞘	海鞘	海鞘	シーピクルス	불우렁쉥이	Dưa muối biển
block.minecraft.seagrass	Seagrass	海草	海草	海草	海艸	海草	해초	Cỏ biển
block.minecraft.short_dry_grass	Short Dry Grass	矮枯草丛	矮枯草	矮枯草	淺枯艸	背の低い枯れ草	키 작은 마른 잔디	Cỏ khô thấp
block.minecraft.short_grass	Short Grass	矮草丛	矮草叢	矮草	淺艸	背の低い草	키 작은 잔디	Cỏ thấp
block.minecraft.shroomlight	Shroomlight	菌光体	菌光體	蕈光體	螢蕈體	シュルームライト	버섯불	Đèn nấm
block.minecraft.shulker_box	Shulker Box	潜影盒	界伏盒	界伏盒	贆櫝	シュルカーボックス	셜커 상자	Hộp Shulker
block.minecraft.skeleton_skull	Skeleton Skull	骷髅头颅	骷髏骨頭	骷髏頭顱	髑首	スケルトンの頭蓋骨	스켈레톤 해골	Đầu lâu bộ xương
block.minecraft.skeleton_wall_skull	Skeleton Wall Skull	墙上的骷髅头颅	牆上的骷髏骨頭	牆上的骷髏頭顱	壁中髑首	壁に付けられたスケルトンの頭蓋骨	스켈레톤 벽 해골	Đầu lâu bộ xương trên tường
block.minecraft.slime_block	Slime Block	黏液块	史萊姆方塊	史萊姆方塊	黏膠塊	スライムブロック	슬라임 블록	Khối chất nhờn
block.minecraft.small_amethyst_bud	Small Amethyst Bud	小型紫晶芽	小型紫水晶芽	小型紫水晶芽	小紫水玉苗	小さなアメジストの芽	작은 자수정 봉오리	Nụ thạch anh tím nhỏ
block.minecraft.small_dripleaf	Small Dripleaf	小型垂滴叶	細懸葉草	小懸葉草	幼垂滴葉	小さなドリップリーフ	작은 흘림잎	Lá nhỏ giọt nhỏ
block.minecraft.smithing_table	Smithing Table	锻造台	鍛造台	鍛造台	鍛案	鍛冶台	대장장이 작업대	Bàn rèn
block.minecraft.smoker	Smoker	烟熏炉	煙燻爐	煙燻爐	燻爐	燻製器	훈연기	Lò hun khói
block.minecraft.smooth_basalt	Smooth Basalt	平滑玄武岩	平滑玄武岩	平滑玄武岩	潤黑堦石	滑らかな玄武岩	매끄러운 현무암	Đá bazan mịn
block.minecraft.smooth_quartz	Smooth Quartz Block	平滑石英块	平滑石英磚	平滑石英方塊	潤石英塊	滑らかなクォーツブロック	매끄러운 석영 블록	Khối thạch anh mịn
block.minecraft.smooth_quartz_slab	Smooth Quartz Slab	平滑石英台阶	平滑石英半磚	平滑石英半磚	潤石英版	滑らかなクォーツのハーフブロック	매끄러운 석영 반 블록	Phiến thạch anh mịn
block.minecraft.smooth_quartz_stairs	Smooth Quartz Stairs	平滑石英楼梯	平滑石英樓梯	平滑石英階梯	潤石英階	滑らかなクォーツの階段	매끄러운 석영 계단	Cầu thang thạch anh mịn
block.minecraft.smooth_red_sandstone	Smooth Red Sandstone	平滑红砂岩	平滑紅砂岩	平滑紅砂岩	潤紅砂	滑らかな赤い砂岩	매끄러운 붉은 사암	Cát kết đỏ mịn
block.minecraft.smooth_red_sandstone_slab	Smooth Red Sandstone Slab	平滑红砂岩台阶	平滑紅砂岩半磚	平滑紅砂岩半磚	潤紅砂版	滑らかな赤い砂岩のハーフブロック	매끄러운 붉은 사암 반 블록	Phiến cát kết đỏ mịn
block.minecraft.smooth_red_sandstone_stairs	Smooth Red Sandstone Stairs	平滑红砂岩楼梯	平滑紅砂岩樓梯	平滑紅砂岩階梯	潤紅砂階	滑らかな赤い砂岩の階段	매끄러운 붉은 사암 계단	Cầu thang cát kết đỏ mịn
block.minecraft.smooth_sandstone	Smooth Sandstone	平滑砂岩	平滑砂岩	平滑砂岩	潤砂	滑らかな砂岩	매끄러운 사암	Cát kết mịn
block.minecraft.smooth_sandstone_slab	Smooth Sandstone Slab	平滑砂岩台阶	平滑砂岩半磚	平滑砂岩半磚	潤砂版	滑らかな砂岩のハーフブロック	매끄러운 사암 반 블록	Phiến cát kết mịn
block.minecraft.smooth_sandstone_stairs	Smooth Sandstone Stairs	平滑砂岩楼梯	平滑砂岩樓梯	平滑砂岩階梯	潤砂階	滑らかな砂岩の階段	매끄러운 사암 계단	Cầu thang cát kết mịn
block.minecraft.smooth_stone	Smooth Stone	平滑石头	平滑石頭	平滑石頭	潤巖	滑らかな石	매끄러운 돌	Đá mịn
block.minecraft.smooth_stone_slab	Smooth Stone Slab	平滑石头台阶	平滑石頭半磚	平滑石半磚	潤巖版	滑らかな石のハーフブロック	매끄러운 돌 반 블록	Phiến đá mịn
block.minecraft.sniffer_egg	Sniffer Egg	嗅探兽蛋	嗅探獸蛋	嗅探獸蛋	嗅獸卵	スニッファーの卵	스니퍼 알	Trứng kẻ đánh hơi
block.minecraft.snow	Snow	雪	積雪	雪	雪	雪	눈	Tuyết
block.minecraft.snow_block	Snow Block	雪块	雪	雪塊	雪塊	雪ブロック	눈 블록	Khối tuyết
block.minecraft.soul_campfire	Soul Campfire	灵魂营火	靈魂營火	靈魂營火	靈營火	魂の焚き火	영혼 모닥불	Lửa trại linh hồn
block.minecraft.soul_fire	Soul Fire	灵魂火	靈魂火	靈魂火	靈火	魂の炎	영혼 불	Lửa linh hồn
block.minecraft.soul_lantern	Soul Lantern	灵魂灯笼	靈魂燈籠	靈魂燈籠	靈燈	魂のランタン	영혼 랜턴	Đèn linh hồn
block.minecraft.soul_sand	Soul Sand	灵魂沙	靈魂砂	靈魂砂	靈沙	ソウルサンド	영혼 모래	Cát linh hồn
block.minecraft.soul_soil	Soul Soil	灵魂土	靈魂土	靈魂土	靈土	ソウルソイル	영혼 흙	Đất linh hồn
block.minecraft.soul_torch	Soul Torch	灵魂火把	靈魂火炬	靈魂火把	靈炬	魂の松明	영혼 횃불	Đuốc linh hồn
block.minecraft.soul_wall_torch	Soul Wall Torch	墙上的灵魂火把	牆上的靈魂火炬	牆上的靈魂火把	壁中靈炬	壁に付けられた魂の松明	영혼 벽 횃불	Đuốc linh hồn trên tường
block.minecraft.spawner	Monster Spawner	刷怪笼	生怪籠	生怪磚	孳衍籠	モンスタースポナー	몬스터 생성기	Lồng triệu hồi quái vật
block.minecraft.sponge	Sponge	海绵	海綿	海綿	海綿	スポンジ	스펀지	Miếng bọt biển
block.minecraft.spore_blossom	Spore Blossom	孢子花	孢子花	孢子花	籽榮	胞子の花	포자 꽃	Hoa bào tử
block.minecraft.spruce_button	Spruce Button	云杉木按钮	杉木按鈕	杉木按鈕	樅鈕	トウヒのボタン	가문비나무 버튼	Nút gỗ vân sam
block.minecraft.spruce_door	Spruce Door	云杉木门	杉木門	杉木門	樅門	トウヒのドア	가문비나무 문	Cửa gỗ vân sam
block.minecraft.spruce_fence	Spruce Fence	云杉木栅栏	杉木欄杆	杉木柵欄	樅檻	トウヒのフェンス	가문비나무 울타리	Hàng rào gỗ vân sam
block.minecraft.spruce_fence_gate	Spruce Fence Gate	云杉木栅栏门	杉木閘門	杉木柵欄門	樅扉	トウヒのフェンスゲート	가문비나무 울타리 문	Cổng rào gỗ vân sam
block.minecraft.spruce_hanging_sign	Spruce Hanging Sign	悬挂式云杉木告示牌	杉木吊牌	懸掛式杉木告示牌	樅懸牌	トウヒの吊り看板	가문비나무 매다는 표지판	Tấm biển treo gỗ vân sam
block.minecraft.spruce_leaves	Spruce Leaves	云杉树叶	杉木樹葉	杉木樹葉	樅葉	トウヒの葉	가문비나무 잎	Lá vân sam
block.minecraft.spruce_log	Spruce Log	云杉原木	杉木原木	杉木原木	樅樁	トウヒの原木	가문비나무 원목	Thân cây vân sam
block.minecraft.spruce_planks	Spruce Planks	云杉木板	杉木板	杉木材	樅材	トウヒの板材	가문비나무 판자	Ván gỗ vân sam
block.minecraft.spruce_pressure_plate	Spruce Pressure Plate	云杉木压力板	杉木壓力板	杉木壓力板	樅踏板	トウヒの感圧板	가문비나무 압력판	Đĩa cảm biến áp lực gỗ vân sam
block.minecraft.spruce_sapling	Spruce Sapling	云杉树苗	杉木樹苗	杉木樹苗	樅秧	トウヒの苗木	가문비나무 묘목	Chồi cây vân sam
block.minecraft.spruce_sign	Spruce Sign	云杉木告示牌	杉木指示牌	杉木告示牌	樅牌	トウヒの看板	가문비나무 표지판	Tấm biển gỗ vân sam
block.minecraft.spruce_slab	Spruce Slab	云杉木台阶	杉木半磚	杉木半磚	樅版	トウヒのハーフブロック	가문비나무 반 블록	Phiến gỗ vân sam
block.minecraft.spruce_stairs	Spruce Stairs	云杉木楼梯	杉木樓梯	杉木階梯	樅階	トウヒの階段	가문비나무 계단	Cầu thang gỗ vân sam
block.minecraft.spruce_trapdoor	Spruce Trapdoor	云杉木活板门	杉木地板門	杉木地板門	樅窖門	トウヒのトラップドア	가문비나무 다락문	Cửa sập gỗ vân sam
block.minecraft.spruce_wall_hanging_sign	Spruce Wall Hanging Sign	墙上的悬挂式云杉木告示牌	牆上的杉木吊牌	牆上的懸掛式杉木告示牌	壁中樅懸牌	壁に付けられたトウヒの吊り看板	가문비나무 벽 매다는 표지판	Tấm biển treo gỗ vân sam trên tường
block.minecraft.spruce_wall_sign	Spruce Wall Sign	墙上的云杉木告示牌	牆上的杉木指示牌	牆上的杉木告示牌	壁中樅牌	壁に付けられたトウヒの看板	가문비나무 벽 표지판	Tấm biển gỗ vân sam trên tường
block.minecraft.spruce_wood	Spruce Wood	云杉木	杉木	杉木塊	樅木	トウヒの木	가문비나무	Gỗ vân sam
block.minecraft.sticky_piston	Sticky Piston	黏性活塞	黏性活塞	黏性活塞	黏膠韝韛	粘着ピストン	끈끈이 피스톤	Pít-tông dính
block.minecraft.stone	Stone	石头	石頭	石頭	巖	石	돌	Đá
block.minecraft.stone_brick_slab	Stone Brick Slab	石砖台阶	石磚半磚	石磚半磚	巖磚版	石レンガのハーフブロック	석재 벽돌 반 블록	Phiến gạch đá
block.minecraft.stone_brick_stairs	Stone Brick Stairs	石砖楼梯	石磚樓梯	石磚階梯	巖磚階	石レンガの階段	석재 벽돌 계단	Cầu thang gạch đá
block.minecraft.stone_brick_wall	Stone Brick Wall	石砖墙	石磚牆	石磚牆	巖磚垣	石レンガの塀	석재 벽돌 담장	Tường gạch đá
block.minecraft.stone_bricks	Stone Bricks	石砖	石磚	石磚	巖磚	石レンガ	석재 벽돌	Gạch đá
block.minecraft.stone_button	Stone Button	石头按钮	石製按鈕	石製按鈕	巖鈕	石のボタン	돌 버튼	Nút đá
block.minecraft.stone_pressure_plate	Stone Pressure Plate	石头压力板	石製壓力板	石製壓力板	巖踏板	石の感圧板	돌 압력판	Đĩa cảm biến áp lực bằng đá
block.minecraft.stone_slab	Stone Slab	石头台阶	石頭半磚	石半磚	巖版	石のハーフブロック	돌 반 블록	Phiến đá
block.minecraft.stone_stairs	Stone Stairs	石头楼梯	石頭樓梯	石頭階梯	巖階	石の階段	돌 계단	Cầu thang đá
block.minecraft.stonecutter	Stonecutter	切石机	切石機	切石機	鑿石器	石切台	석재 절단기	Máy cắt đá
block.minecraft.stripped_acacia_log	Stripped Acacia Log	去皮金合欢原木	剝皮相思木原木	剝皮相思木原木	既扡㭜樁	樹皮を剥いだアカシアの原木	껍질 벗긴 아카시아나무 원목	Thân cây xiêm gai đã cạo vỏ
block.minecraft.stripped_acacia_wood	Stripped Acacia Wood	去皮金合欢木	剝皮相思木	剝皮相思木塊	既扡㭜木	樹皮を剥いだアカシアの木	껍질 벗긴 아카시아나무	Gỗ xiêm gai đã cạo vỏ
block.minecraft.stripped_bamboo_block	Block of Stripped Bamboo	去皮竹块	剝皮竹塊	剝皮竹方塊	既扡竹塊	表皮を剥いだ竹ブロック	껍질 벗긴 대나무 블록	Khối tre đã cạo vỏ
block.minecraft.stripped_birch_log	Stripped Birch Log	去皮白桦原木	剝皮樺木原木	剝皮樺木原木	既扡樺樁	樹皮を剥いだシラカバの原木	껍질 벗긴 자작나무 원목	Thân cây bạch dương đã cạo vỏ
block.minecraft.stripped_birch_wood	Stripped Birch Wood	去皮白桦木	剝皮樺木	剝皮樺木塊	既扡樺木	樹皮を剥いだシラカバの木	껍질 벗긴 자작나무	Gỗ bạch dương đã cạo vỏ
block.minecraft.stripped_cherry_log	Stripped Cherry Log	去皮樱花原木	剝皮櫻花原木	剝皮櫻花木原木	既扡櫻樁	樹皮を剥いだサクラの原木	껍질 벗긴 벚나무 원목	Thân cây anh đào đã cạo vỏ
block.minecraft.stripped_cherry_wood	Stripped Cherry Wood	去皮樱花木	剝皮櫻花木	剝皮櫻花木塊	既扡櫻木	樹皮を剥いだサクラの木	껍질 벗긴 벚나무	Gỗ anh đào đã cạo vỏ
block.minecraft.stripped_crimson_hyphae	Stripped Crimson Hyphae	去皮绯红菌核	剝皮猩紅菌絲體	剝皮緋紅菌絲體	既扡緋蕈體	表皮を剥いだ真紅の菌糸	껍질 벗긴 진홍빛 균사	Sợi nấm đỏ thẫm đã cạo vỏ
block.minecraft.stripped_crimson_stem	Stripped Crimson Stem	去皮绯红菌柄	剝皮猩紅菌椗	剝皮緋紅蕈柄	既扡緋蕈柄	表皮を剥いだ真紅の幹	껍질 벗긴 진홍빛 자루	Cuống đỏ thẫm đã cạo vỏ
block.minecraft.stripped_dark_oak_log	Stripped Dark Oak Log	去皮深色橡木原木	剝皮黑橡木原木	剝皮黑橡木原木	既扡黯柞樁	樹皮を剥いだダークオークの原木	껍질 벗긴 짙은 참나무 원목	Thân cây sồi sẫm đã cạo vỏ
block.minecraft.stripped_dark_oak_wood	Stripped Dark Oak Wood	去皮深色橡木	剝皮黑橡木	剝皮黑橡木塊	既扡黯柞木	樹皮を剥いだダークオークの木	껍질 벗긴 짙은 참나무	Gỗ sồi sẫm đã cạo vỏ
block.minecraft.stripped_jungle_log	Stripped Jungle Log	去皮丛林原木	剝皮叢林木原木	剝皮叢林木原木	既扡叢莽樁	樹皮を剥いだジャングルの原木	껍질 벗긴 정글나무 원목	Thân cây rừng đã cạo vỏ
block.minecraft.stripped_jungle_wood	Stripped Jungle Wood	去皮丛林木	剝皮叢林木	剝皮叢林木塊	既扡叢莽木	樹皮を剥いだジャングルの木	껍질 벗긴 정글나무	Gỗ rừng đã cạo vỏ
block.minecraft.stripped_mangrove_log	Stripped Mangrove Log	去皮红树原木	剝皮紅樹原木	剝皮紅樹林木原木	既扡沒潮木樁	樹皮を剥いだマングローブの原木	껍질 벗긴 맹그로브나무 원목	Thân cây đước đã cạo vỏ
block.minecraft.stripped_mangrove_wood	Stripped Mangrove Wood	去皮红树木	剝皮紅樹木	剝皮紅樹林木塊	既扡沒潮木	樹皮を剥いだマングローブの木	껍질 벗긴 맹그로브나무	Gỗ đước đã cạo vỏ
block.minecraft.stripped_oak_log	Stripped Oak Log	去皮橡木原木	剝皮橡木原木	剝皮橡木原木	既扡柞樁	樹皮を剥いだオークの原木	껍질 벗긴 참나무 원목	Thân cây sồi đã cạo vỏ
block.minecraft.stripped_oak_wood	Stripped Oak Wood	去皮橡木	剝皮橡木	剝皮橡木塊	既扡柞木	樹皮を剥いだオークの木	껍질 벗긴 참나무	Gỗ sồi đã cạo vỏ
block.minecraft.stripped_pale_oak_log	Stripped Pale Oak Log	去皮苍白橡木原木	剝皮蒼白橡木原木	剝皮蒼白橡木原木	既扡縞柞樁	樹皮を剥いだペールオークの原木	껍질 벗긴 창백한 참나무 원목	Thân cây sồi nhạt đã cạo vỏ
block.minecraft.stripped_pale_oak_wood	Stripped Pale Oak Wood	去皮苍白橡木	剝皮蒼白橡木	剝皮蒼白橡木塊	既扡縞柞木	樹皮を剥いだペールオークの木	껍질 벗긴 창백한 참나무	Gỗ sồi nhạt đã cạo vỏ
block.minecraft.stripped_spruce_log	Stripped Spruce Log	去皮云杉原木	剝皮杉木原木	剝皮杉木原木	既扡樅樁	樹皮を剥いだトウヒの原木	껍질 벗긴 가문비나무 원목	Thân cây vân sam đã cạo vỏ
block.minecraft.stripped_spruce_wood	Stripped Spruce Wood	去皮云杉木	剝皮杉木	剝皮杉木塊	既扡樅木	樹皮を剥いだトウヒの木	껍질 벗긴 가문비나무	Gỗ vân sam đã cạo vỏ
block.minecraft.stripped_warped_hyphae	Stripped Warped Hyphae	去皮诡异菌核	剝皮迷離菌絲體	剝皮扭曲菌絲體	既扡譎蕈體	表皮を剥いだ歪んだ菌糸	껍질 벗긴 뒤틀린 균사	Sợi nấm kì dị đã cạo vỏ
block.minecraft.stripped_warped_stem	Stripped Warped Stem	去皮诡异菌柄	剝皮迷離菌椗	剝皮扭曲蕈柄	既扡譎蕈柄	表皮を剥いだ歪んだ幹	껍질 벗긴 뒤틀린 자루	Cuống kì dị đã cạo vỏ
block.minecraft.structure_block	Structure Block	结构方块	結構方塊	結構方塊	結構塊	ストラクチャーブロック	구조물 블록	Khối cấu trúc
